25000
ID NAME TEAM SCORE COMPETITIONS POTATOE
7199 ExKxl Theta 0.2 243 true
7200 OvKURzaw Gamma 3.4 113 false
7201 RrRfeoyCRi Gamma 0.3 48 true
7202 BHCIs Tau 2.8 158 true
7203 WoxlXyY Beta 5.9 70 true
7204 FHCDRAWdX Lambda 3.0 1 true
7205 XbYvuPhmj Alpha 5.9 50 false
7206 AwLGQcFG Lambda 3.9 140 false
7207 tqAbpL Gamma 5.6 150 false
7208 bHwy Gamma 6.6 205 false
7209 IxeRILunkx Delta 2.5 223 false
7210 xnqxZWRiO Epsilon 1.6 248 false
7211 JmROeGpQ Lambda 1.0 128 true
7212 GkwBWAdaV Alpha 2.6 93 true
7213 HTtWGOl Theta 0.5 37 true
7214 aLiWdihlf Epsilon 3.5 61 true
7215 Xtx Theta 8.9 248 false
7216 pzjmWgSwvw Delta 7.4 220 false
7217 ZWRdONDpP Tau 7.3 34 true
7218 OyUwOLhCN Tau 0.5 138 false
7219 ZZguMg Alpha 0.6 5 false
7220 CKTwkQgk Gamma 9.6 122 true
7221 ytS Lambda 5.0 36 false
7222 sWnwqL Epsilon 3.8 67 true
7223 XUp Pi 0.2 118 false
7224 edOjVcUnk Theta 9.7 97 true
7225 qTjzCfFH Alpha 7.4 38 false
7226 AlXtukPEgR Alpha 7.0 233 false
7227 OplCO Tau 4.6 105 true
7228 EOb Alpha 1.4 126 true
7229 qoqhIImawj Epsilon 3.4 82 true
7230 DPoxoWrbn Epsilon 2.4 232 true
7231 wxtN Tau 9.3 67 false
7232 ruWBx Epsilon 3.1 192 false
7233 JfUOnpgMz Alpha 6.2 108 false
7234 mny Lambda 9.7 91 false
7235 xlnuwmb Pi 5.4 85 true
7236 CZnzykor Alpha 1.2 21 false
7237 cyCbsaOd Pi 6.6 157 false
7238 thCcHFPa Beta 8.5 241 false
7239 lrICRqjsE Epsilon 1.9 125 false
7240 lOSbulcM Beta 0.5 244 false
7241 srtUmGWDhB Delta 2.2 51 false
7242 fqA Delta 4.1 158 true
7243 CntBZ Tau 6.3 224 true
7244 QrnS Tau 1.1 229 true
7245 knpEycNgcI Pi 3.8 198 true
7246 JWSvGmOj Delta 8.6 79 false
7247 BJwQdMqZtP Theta 3.2 166 true
7248 ntPxwSB Pi 6.4 0 true
7249 GSDC Gamma 4.6 36 true
7250 kIZvqPJMR Gamma 3.7 178 true
7251 AqdFaw Alpha 7.4 229 true
7252 pMuUvjxo Alpha 1.4 144 false
7253 vAuulje Lambda 9.6 26 true
7254 bpUceMflZ Epsilon 3.2 97 false
7255 PRugbLO Beta 4.5 200 true
7256 geUZa Tau 6.4 135 false
7257 myHmeHM Theta 5.5 142 true
7258 dULxEdVe Beta 0.4 103 true
7259 fWDEBUPixq Gamma 9.3 30 true
7260 Rhc Delta 7.8 61 false
7261 uXvUtzb Alpha 5.5 139 false
7262 RdRviT Theta 7.6 174 false
7263 icJuVoxbLm Epsilon 1.7 94 false
7264 UvjTQArp Theta 0.6 136 true
7265 edm Tau 7.4 29 false
7266 RuJS Beta 8.5 178 true
7267 hkDKnZst Tau 1.7 124 true
7268 gnLTdPM Lambda 6.8 200 false
7269 YvjAvOjJl Lambda 3.2 157 false
7270 iFZRn Gamma 9.6 9 true
7271 ziAQfTXSp Beta 4.1 189 false
7272 JstM Beta 6.9 25 true
7273 bzQ Alpha 6.0 131 true
7274 tem Delta 4.8 47 true
7275 Pmnvt Pi 1.1 117 false
7276 WVVhJgrWRD Pi 9.4 146 true
7277 Zxk Tau 6.4 194 true
7278 BlOEwWGxjX Alpha 9.6 165 true
7279 ZUZoqigIMr Epsilon 7.8 83 false
7280 iMLU Lambda 4.2 126 true
7281 UxTSQDXb Beta 2.5 114 false
7282 ZXocDKY Gamma 7.1 43 false
7283 OIQhb Pi 0.4 238 false
7284 lQrRL Pi 1.0 4 false
7285 uwENfb Lambda 5.6 42 true
7286 STnpCUHvA Epsilon 6.6 247 true
7287 CYmah Gamma 2.7 181 false
7288 irdHAa Lambda 4.4 151 true
7289 RRIXlLIfQq Beta 0.8 10 false
7290 xGtK Alpha 6.0 191 false
7291 mXTuulDdh Delta 5.3 189 true
7292 BoRC Epsilon 6.5 174 true
7293 OtcWKDxzND Alpha 2.4 189 true
7294 pyxKltqCD Epsilon 1.0 91 true
7295 yEsw Lambda 4.6 162 true
7296 Knd Alpha 7.4 111 false
7297 LDieqawAX Delta 5.5 51 false
7298 dSjpMZ Epsilon 0.2 213 false
7299 pWwoRUAaxx Beta 4.4 160 false
7300 prClb Theta 3.6 0 false
7301 gowWOtRWwh Theta 4.9 238 false
7302 FqHcxwGG Theta 6.7 94 false
7303 ILlDeYmz Theta 7.6 181 false
7304 lkUe Alpha 2.2 18 true
7305 nxNoTkZr Lambda 2.9 164 false
7306 cwaWX Alpha 0.2 127 true
7307 XxCKUapi Delta 7.5 48 false
7308 aTp Theta 4.6 91 true
7309 uBkcrYox Pi 5.0 67 true
7310 rKcWKs Delta 3.6 7 true
7311 fYzk Delta 3.3 117 false
7312 QcwHCaFlmJ Beta 5.3 100 true
7313 bliZY Pi 6.4 54 true
7314 DBdN Beta 1.1 169 true
7315 xjogSVJWC Epsilon 6.1 250 false
7316 SmXPEsdKjz Alpha 5.9 28 false
7317 DLjbWFFh Epsilon 6.2 146 false
7318 DsNTtSXCC Lambda 5.8 88 true
7319 jVErcWP Epsilon 1.5 233 false
7320 FxUZSIDqF Lambda 9.8 49 true
7321 yako Theta 9.8 87 false
7322 GvYT Epsilon 5.8 49 true
7323 qQfPT Pi 10.0 12 false
7324 ogZX Alpha 6.3 176 true
7325 EAz Delta 6.8 227 false
7326 EElYO Beta 7.0 18 true
7327 VQpo Pi 4.4 134 false
7328 tJDlK Delta 6.7 126 false
7329 HbY Pi 6.9 183 true
7330 LOtrjsl Pi 1.4 20 false
7331 SGoOuntrDb Tau 10.0 223 true
7332 Elt Lambda 2.8 40 false
7333 RYToXWIlUD Alpha 5.5 141 true
7334 xXzcqfG Delta 5.4 210 false
7335 OtIN Alpha 8.7 243 true
7336 foASJZqENv Epsilon 8.7 186 true
7337 SBeBTraVns Alpha 9.8 153 true
7338 NfnxckVB Epsilon 8.4 194 true
7339 Gun Beta 2.9 58 true
7340 vqEq Theta 9.5 31 true
7341 qvtOZavIb Delta 9.8 60 false
7342 buAtBZay Delta 2.0 121 false
7343 gFWqP Gamma 2.8 70 false
7344 Iuz Lambda 4.4 65 true
7345 fHFcysJs Lambda 3.8 73 true
7346 MMH Epsilon 5.4 198 false
7347 DqpZVecANS Alpha 0.1 48 false
7348 lxwteLhuee Tau 8.3 193 true
7349 fEy Theta 8.8 145 false
7350 FZlkpSIWfK Theta 9.6 64 false
7351 gWgcBxaf Lambda 4.3 188 true
7352 emu Theta 5.5 219 true
7353 JLBBEvrRe Gamma 7.0 34 true
7354 ExzP Epsilon 6.5 138 false
7355 pxneWhfFQ Beta 7.2 177 false
7356 CYXGqmjT Delta 5.7 97 true
7357 pPHqJ Alpha 5.5 42 false
7358 zFiECGnQv Delta 1.5 70 false
7359 quwe Alpha 7.1 15 true
7360 QrSBGRw Beta 5.7 231 true
7361 SYWHXgTpT Delta 2.2 10 true
7362 CmpNVplvS Epsilon 2.5 175 false
7363 kaLN Pi 4.5 114 false
7364 tcTeok Delta 6.0 83 true
7365 luMPMVk Theta 3.1 14 true
7366 DPZbXA Epsilon 8.3 56 true
7367 ovsjAuEnU Beta 3.2 184 false
7368 sFssclInF Beta 4.8 241 true
7369 JNj Tau 5.8 162 true
7370 FZtngl Beta 4.7 168 true
7371 cnAFdORc Gamma 1.6 200 true
7372 XmJaA Beta 1.3 61 true
7373 xziZRxeZL Lambda 0.8 237 false
7374 dczJ Beta 4.2 61 false
7375 jwDxjdlrvP Gamma 3.0 156 false
7376 yZnAsSz Beta 6.5 95 false
7377 UXzYPFfc Epsilon 7.7 61 false
7378 cfX Lambda 1.3 164 true
7379 IRb Tau 6.0 184 false
7380 ebNCs Tau 2.2 129 false
7381 KaJPuTjdWj Gamma 8.9 201 true
7382 gER Delta 0.5 158 true
7383 uKNoVGAt Beta 1.4 65 false
7384 rvtIc Beta 2.3 171 false
7385 iKzX Beta 0.9 219 false
7386 ysFaN Delta 9.6 196 true
7387 HBGVc Lambda 9.1 68 false
7388 AqVJW Delta 6.2 24 true
7389 GiiTTzh Theta 2.2 95 false
7390 JtWTv Tau 8.0 160 true
7391 ybVP Gamma 1.4 140 false
7392 vahzl Tau 2.7 47 true
7393 XZXpAPeys Theta 2.1 74 true
7394 sUxAXKGKNO Pi 4.0 235 false
7395 RFOz Epsilon 0.7 123 true
7396 KOSkwu Gamma 5.2 178 false
7397 Gezrzbrn Theta 7.9 114 true
7398 NUA Pi 0.2 211 false
7399 zwRyF Lambda 8.7 63 true
7400 GXmpRoSiwy Tau 8.0 235 true
7401 urtOD Delta 9.3 100 true
7402 VzRUQKIJ Epsilon 8.2 34 true
7403 CZlVE Gamma 3.2 14 true
7404 QewXvidgE Theta 8.0 144 false
7405 gOvcMsaU Delta 0.9 179 true
7406 RALILHh Pi 0.7 0 true
7407 MnVvlDBtA Theta 3.4 129 false
7408 IPngMtmx Tau 4.0 11 true
7409 gkpiUyM Delta 8.5 177 true
7410 kyW Epsilon 2.7 107 true
7411 oxUvDZxMYU Delta 1.6 119 true
7412 VBequNNKRE Lambda 9.6 16 false
7413 Ajg Lambda 5.2 134 false
7414 wgHb Alpha 8.0 74 true
7415 kZOdaqN Epsilon 3.4 60 true
7416 YGCeVWtX Delta 9.3 150 true
7417 XnNZeXSrLz Alpha 5.9 161 false
7418 vARAuI Theta 2.8 37 false
7419 sLuRtSIGN Lambda 5.7 68 true
7420 YoqMmkBpCO Beta 4.3 40 true
7421 CoTpVVpCeW Gamma 0.2 18 false
7422 eNLCtyjx Delta 8.8 89 true
7423 zTpS Pi 1.7 173 true
7424 lYHJTMHGLM Pi 7.8 54 false
7425 lMH Pi 2.3 4 true
7426 xDJM Tau 7.3 96 true
7427 uNLn Theta 1.6 197 true
7428 NlaHdYNLyR Tau 0.4 141 false
7429 mqNbi Epsilon 1.5 8 false
7430 xPFgjJXPL Pi 1.6 35 false
7431 qZbLBq Lambda 4.2 250 true
7432 tkDfLUJaYx Delta 2.5 178 true
7433 sIZGzkF Beta 4.3 119 true
7434 WuK Delta 3.1 105 true
7435 FAIeHO Theta 9.1 32 true
7436 vKp Alpha 8.4 244 true
7437 QhMNkLxN Tau 8.6 185 false
7438 RCdIfv Gamma 3.6 217 false
7439 gZuVEUEWIe Delta 7.2 131 false
7440 CAHTkBiPhh Alpha 4.5 112 false
7441 wyGIII Beta 6.8 133 false
7442 pbmCvC Theta 9.0 186 false
7443 wzBBCztxTs Alpha 4.2 233 false
7444 sibIbfrmRE Theta 6.5 102 false
7445 FpN Alpha 8.7 104 true
7446 RyMCWQmxgg Lambda 9.3 128 true
7447 Gzen Delta 0.1 117 false
7448 tZO Epsilon 4.6 53 true
7449 CwXACZYLXX Gamma 5.9 62 false
7450 WbbxO Beta 4.0 189 true
7451 tOTmAYLDdc Epsilon 5.3 7 false
7452 MlQZhOEJd Tau 7.1 244 false
7453 ANflXB Pi 6.5 242 false
7454 YjmVb Tau 0.7 158 false
7455 qIQNYuj Beta 7.2 10 true
7456 EtwAIUz Alpha 4.0 84 false
7457 MzXLYFq Pi 6.5 19 false
7458 keRkA Gamma 4.2 235 false
7459 BzoYxEKzZ Gamma 2.7 240 false
7460 lzbsWnKIk Delta 8.6 151 false
7461 pWI Pi 7.7 124 false
7462 JWtZDYQqk Delta 4.4 111 false
7463 rqnIxNjc Alpha 8.4 237 false
7464 ehtb Epsilon 1.9 53 true
7465 kpfkpEO Tau 1.8 31 false
7466 OCFwOtNd Alpha 3.5 187 false
7467 QDImzV Gamma 0.5 98 true
7468 YGKYfjZ Lambda 4.5 89 true
7469 jDmig Epsilon 3.4 218 true
7470 EOutyxIQ Alpha 6.5 186 true
7471 MiSHyJp Epsilon 9.2 24 false
7472 EDYu Beta 3.9 27 true
7473 BOf Lambda 4.2 4 false
7474 nfONIi Epsilon 8.1 33 false
7475 Mgjlu Alpha 1.4 242 false
7476 CLsotiCaJ Epsilon 4.2 214 false
7477 MxGq Alpha 6.1 66 false
7478 cZIfE Alpha 5.9 128 false
7479 LaGkye Delta 8.3 247 true
7480 fFH Lambda 7.1 10 false
7481 JTs Tau 2.3 74 true
7482 WqkSGjp Alpha 3.6 71 true
7483 KwaCQgVV Epsilon 4.8 226 false
7484 NqOtKFLpp Pi 5.7 213 true
7485 iFP Pi 5.0 238 true
7486 JECW Alpha 6.2 54 false
7487 lIBLBu Theta 3.5 0 true
7488 BpMxAtT Lambda 3.1 170 true
7489 wOptZXlWsq Lambda 5.6 171 true
7490 fpfsItMrxL Epsilon 8.1 66 true
7491 YpuBT Gamma 4.2 1 false
7492 kOVx Theta 8.1 216 true
7493 umB Epsilon 9.5 108 false
7494 bPlmqXig Beta 5.7 141 false
7495 tsJUGvb Tau 10.0 154 true
7496 zAczmcpFwG Gamma 6.2 122 false
7497 uRv Delta 0.1 52 true
7498 ppWOEymra Alpha 0.1 38 true
7499 tSA Theta 6.8 75 false
7500 vTX Epsilon 3.9 47 true
7501 VGUZRQg Epsilon 1.6 144 false
7502 ZUKStmri Tau 9.2 40 false
7503 kOQoHpv Pi 5.2 143 false
7504 zmWGIVK Beta 2.4 90 false
7505 FSzFfJ Epsilon 8.1 131 true
7506 BTf Beta 5.0 151 true
7507 BpC Alpha 6.6 105 true
7508 Eifc Gamma 1.6 245 false
7509 TtcGKmEqA Delta 9.1 193 false
7510 qHNt Epsilon 7.9 183 false
7511 vSbu Epsilon 6.7 189 false
7512 sYzHLGBpvx Gamma 4.4 182 true
7513 LNcs Tau 3.0 139 true
7514 lVx Alpha 9.2 213 false
7515 wOvEVG Delta 1.7 82 true
7516 aUVeQfHM Delta 6.8 160 true
7517 DoEm Lambda 3.3 244 true
7518 pvNpa Delta 2.1 106 true
7519 rXtjLcF Lambda 5.2 165 false
7520 QSkFjI Tau 0.4 11 true
7521 asBWc Tau 6.9 149 true
7522 awqO Theta 0.3 126 false
7523 BQbP Tau 5.9 179 true
7524 mbxMoxedk Alpha 3.9 132 true
7525 ducUxYbz Pi 1.6 120 true
7526 eeDAyC Epsilon 2.6 162 true
7527 qNjt Pi 2.1 12 false
7528 zODCPTsGZ Alpha 4.2 167 true
7529 sMFNa Theta 9.6 97 true
7530 klJiShctg Gamma 4.8 158 true
7531 kFbOwwQmWr Epsilon 8.4 207 true
7532 CZzFhAl Pi 2.8 45 false
7533 OtEg Epsilon 1.9 77 false
7534 tvgrVjHbW Alpha 1.2 111 false
7535 ttZSev Lambda 5.4 123 true
7536 kai Lambda 5.7 165 false
7537 xAuFFV Theta 9.3 57 true
7538 yimc Epsilon 6.5 156 true
7539 ReAOUGg Alpha 5.6 146 true
7540 TvveQT Lambda 2.1 57 false
7541 mJjAweL Lambda 5.5 142 true
7542 nFDKdgiR Epsilon 9.8 140 true
7543 cQR Beta 9.9 129 false
7544 dzPpFasfBT Theta 5.0 82 false
7545 XtKlQNIhIc Epsilon 1.7 58 false
7546 NrwLBnEI Delta 3.7 4 false
7547 qsuU Beta 9.4 27 false
7548 fqhKkIO Epsilon 7.1 197 false
7549 jIoITxEwm Beta 7.8 180 true
7550 WBl Epsilon 9.2 224 true
7551 MlaT Delta 4.0 158 true
7552 RiAsYZp Lambda 6.1 38 true
7553 fDpJAoe Theta 4.2 58 false
7554 nvap Beta 2.5 237 true
7555 qZvLXv Lambda 3.8 101 false
7556 IMfq Gamma 9.8 133 false
7557 ALkLB Epsilon 3.9 77 false
7558 wxNKzR Gamma 8.9 156 true
7559 pCgXzhIMiQ Tau 8.0 116 false
7560 VFvA Beta 5.3 111 true
7561 nVSgiWJM Gamma 3.4 181 true
7562 mffQVZmrEa Beta 7.2 144 true
7563 khvYMnd Theta 3.6 14 true
7564 XBoxfFoD Beta 3.6 241 true
7565 qccrdz Beta 3.2 100 false
7566 VHJ Pi 1.3 172 false
7567 ArVoXcKbiW Delta 2.0 90 false
7568 Pei Delta 5.0 120 false
7569 OVGp Delta 8.5 35 true
7570 awuEUzLdc Beta 6.0 40 true
7571 wArQ Tau 8.1 193 true
7572 KxIGQbMXC Alpha 4.8 206 true
7573 NvRPDAZ Alpha 8.6 94 false
7574 ouwvxNr Tau 3.3 213 false
7575 IwuMtJwl Beta 5.9 58 false
7576 HBxpyM Alpha 3.1 48 true
7577 qUFXBBp Gamma 0.1 80 true
7578 dDFo Delta 0.8 120 false
7579 HluFeEVwQM Delta 2.2 20 false
7580 iZT Gamma 6.5 2 false
7581 gloGp Gamma 9.6 173 false
7582 EMf Beta 3.4 121 false
7583 joo Beta 8.5 221 false
7584 pHkuTTA Beta 4.0 28 true
7585 YsVIJPGKr Beta 0.6 132 true
7586 BIkiOzqM Gamma 8.3 196 false
7587 amgfhdwqS Delta 9.1 199 false
7588 EKZTF Lambda 6.6 33 true
7589 jvyYIO Tau 4.5 137 true
7590 ONcdj Alpha 5.9 176 false
7591 iSIyk Lambda 6.8 229 true
7592 MCj Pi 1.5 147 false
7593 wiOYaad Alpha 0.1 72 false
7594 fHbmgewHhj Lambda 6.7 94 false
7595 cHYk Delta 4.5 149 false
7596 lKCFs Gamma 2.8 191 true
7597 UwxD Theta 1.7 135 true
7598 WUl Pi 9.2 43 false
7599 fMxK Tau 1.0 171 true
7600 vQEx Lambda 3.2 236 true
7601 glLfeaX Beta 9.6 250 false
7602 dYfJPGAb Beta 6.9 93 false
7603 xQs Lambda 1.7 11 true
7604 hcuAfBbuAk Beta 7.6 141 false
7605 gXQqvKGP Pi 1.3 103 false
7606 yGECZFk Lambda 3.2 81 true
7607 NIHKWmbwVo Lambda 1.0 238 false
7608 QrtlBjR Alpha 6.7 76 true
7609 VmBMe Delta 4.9 107 true
7610 caWvebl Alpha 3.2 216 true
7611 uaVW Pi 4.7 63 true
7612 qvlWGU Gamma 2.2 5 true
7613 AuhhTGO Gamma 7.1 98 true
7614 aDTALCF Gamma 7.0 81 false
7615 QYeKNOta Epsilon 2.7 174 true
7616 GQiwKN Gamma 5.7 77 false
7617 SRO Theta 0.9 103 true
7618 qhdLsKXAl Tau 6.6 157 false
7619 fOMUUo Lambda 6.7 210 false
7620 mMxwSTrY Lambda 8.6 56 false
7621 jPAoD Beta 2.2 108 false
7622 xmm Epsilon 2.8 219 true
7623 PXflFJ Gamma 3.8 185 false
7624 zVRPp Alpha 1.7 166 true
7625 uMItOjwvZl Gamma 3.6 51 true
7626 nCZ Epsilon 0.3 32 true
7627 aCtXoGI Alpha 9.1 128 true
7628 VQQ Gamma 7.8 229 false
7629 IrcYewc Tau 9.5 192 false
7630 MimUKmXf Theta 1.1 106 false
7631 xIIRbnvZo Gamma 9.4 87 false
7632 PpRD Tau 0.6 22 true
7633 jrz Gamma 6.5 66 false
7634 qvNdozrx Alpha 9.4 216 true
7635 cODXnwjbZ Delta 5.6 231 true
7636 gap Alpha 8.6 210 false
7637 TxY Tau 9.1 41 false
7638 cRbmxRklC Beta 7.9 130 true
7639 MAMdFYrB Beta 4.6 113 true
7640 rMwjxfzyZ Lambda 7.7 76 true
7641 pZVEcPSIWS Alpha 7.5 102 false
7642 oHRLsP Epsilon 5.3 199 false
7643 FfsxNcPpa Delta 0.4 171 true
7644 dNEgYs Theta 7.1 174 true
7645 Qjqu Epsilon 7.2 83 false
7646 tiDZzWMpw Gamma 10.0 183 false
7647 kAsa Theta 4.3 118 false
7648 KXJfzWxRpV Tau 3.0 210 false
7649 uFcDrXVmPP Delta 7.7 113 true
7650 EQUd Delta 0.9 227 true
7651 dsTThtQy Gamma 2.3 73 false
7652 cCmgHfb Alpha 2.6 158 true
7653 ozHqX Beta 9.5 207 false
7654 umeKKTE Epsilon 8.2 109 false
7655 tHOuTQc Beta 4.3 249 true
7656 LAxENMkDk Tau 1.1 242 true
7657 OWehhsJ Delta 0.2 181 true
7658 MDRBzGuBOq Delta 3.0 175 true
7659 EjbiVnajf Tau 0.8 226 false
7660 oNju Alpha 2.2 12 true
7661 ELb Theta 6.8 191 true
7662 eQd Beta 6.9 186 true
7663 wlaIlvnW Tau 8.4 36 true
7664 lskIEu Lambda 2.9 239 true
7665 eMu Epsilon 0.3 31 false
7666 ePqgcaoqM Beta 3.8 132 true
7667 GFYzRDDpSg Lambda 8.9 237 false
7668 UFXjqCn Tau 0.2 164 false
7669 NOc Epsilon 0.9 239 true
7670 RjyHnVfil Lambda 7.9 143 true
7671 bDMiUTdcp Gamma 4.5 66 true
7672 QYxOviq Beta 5.3 138 true
7673 dyMMt Gamma 5.9 223 true
7674 wcWpFUIoi Epsilon 1.9 28 true
7675 xfwFsLUu Alpha 5.4 56 false
7676 elRHgRRp Delta 4.3 216 false
7677 nXHlbkgXh Lambda 3.2 120 true
7678 kDLDbu Pi 9.6 6 true
7679 SvhXIkYACy Epsilon 7.6 203 true
7680 fCVvMlsn Delta 6.6 157 false
7681 HFfa Lambda 3.4 54 true
7682 gNuYG Lambda 1.6 217 true
7683 JGW Epsilon 0.2 65 true
7684 mDMvPC Theta 4.5 183 false
7685 XCpCvpz Pi 1.9 141 true
7686 jivlxCr Beta 7.1 16 false
7687 KFauY Epsilon 0.6 171 false
7688 ygGg Delta 9.6 107 true
7689 ReNFQrTZS Beta 9.9 15 false
7690 ewNTI Theta 5.9 175 true
7691 Zvo Pi 8.2 233 false
7692 ihG Epsilon 0.9 12 true
7693 RgbaOepC Lambda 5.7 215 false
7694 ROn Alpha 1.3 144 true
7695 RrYcsa Tau 8.4 226 false
7696 tuzkdZ Beta 3.1 122 true
7697 Cph Epsilon 6.7 125 true
7698 LixP Beta 2.2 72 false
7699 OCRPob Alpha 0.9 153 false
7700 tBY Beta 1.2 62 true
7701 Rfw Beta 1.2 5 false
7702 unjAKHyov Beta 6.5 121 false
7703 sZDJBFOvvn Gamma 9.2 16 true
7704 tDpXyH Delta 1.1 173 true
7705 BoFQuODokV Gamma 1.9 242 false
7706 MiAx Theta 7.0 78 true
7707 YRCUDloYqj Epsilon 1.6 47 true
7708 IxvqBhaBN Pi 0.4 143 false
7709 KsihL Gamma 2.0 61 true
7710 qZTxgY Gamma 9.7 38 false
7711 yqKSQ Alpha 4.7 65 false
7712 KUua Lambda 6.1 145 false
7713 emkKbuD Pi 1.8 220 true
7714 mjImJBXX Beta 2.8 98 true
7715 RyIPsnFsJ Delta 5.7 178 false
7716 NEKU Tau 4.9 1 false
7717 OOORzmTNw Lambda 9.6 156 false
7718 mHyZNbl Delta 4.9 248 true
7719 qExvjOf Alpha 7.7 59 true
7720 uYWBQnZo Lambda 4.5 53 true
7721 QFx Beta 9.5 170 false
7722 BXMmK Alpha 1.2 158 true
7723 sOaIDbmf Beta 5.1 195 false
7724 NZu Alpha 9.4 45 true
7725 PSuB Beta 1.7 163 false
7726 hQYLuk Tau 1.1 207 false
7727 VfHswmAF Beta 7.1 70 true
7728 BWZIX Beta 0.3 90 true
7729 Fdkc Theta 8.5 97 true
7730 pqBFQ Delta 4.6 177 true
7731 tXqfSm Beta 5.9 169 false
7732 aXfE Tau 0.4 149 true
7733 qRD Gamma 7.7 248 false
7734 xLZSEFY Epsilon 4.7 220 true
7735 ZbExtKfB Alpha 6.9 219 true
7736 hEV Beta 5.7 20 false
7737 Cfgg Beta 8.1 189 true
7738 qWAXN Tau 3.3 37 true
7739 BNg Tau 2.4 84 false
7740 kgFQeE Alpha 2.2 154 true
7741 xcHfMfnX Alpha 8.6 52 true
7742 FOLehRmR Delta 5.0 121 false
7743 GKfKSPtMj Gamma 2.8 138 true
7744 sMdKODuf Gamma 2.9 135 true
7745 ztGbqAxSe Beta 5.6 250 false
7746 JWJ Beta 6.8 166 true
7747 DzwnfSrlS Gamma 7.9 195 true
7748 kDC Beta 6.9 214 true
7749 FeQgKhL Tau 4.8 170 true
7750 Vcu Epsilon 8.1 239 false
7751 HHX Pi 6.8 213 false
7752 nplZyaU Alpha 2.8 42 false
7753 JQYo Alpha 1.5 23 false
7754 TxxHuy Beta 2.2 195 false
7755 tufBqsYtbP Tau 0.6 168 true
7756 msBM Theta 9.3 199 true
7757 NXhJoFnSIa Tau 3.9 206 false
7758 Ygo Delta 4.4 79 true
7759 dKMzDPXw Tau 6.4 79 false
7760 WAhiYqZnK Gamma 3.1 47 true
7761 YvnC Epsilon 2.4 41 false
7762 exCEA Tau 4.8 54 false
7763 TOLd Lambda 8.8 216 true
7764 MrlWFv Gamma 0.8 115 true
7765 gsVjDf Gamma 6.9 98 true
7766 DyqBM Beta 3.0 152 true
7767 iJtFKtzIKi Epsilon 6.3 88 true
7768 KFrDB Lambda 4.4 12 true
7769 ZCzKxtgl Beta 8.6 88 false
7770 HhAGJsR Gamma 9.6 82 true
7771 yBr Theta 1.3 31 true
7772 xrxSLSfzP Pi 2.5 53 false
7773 OhJLECwFjW Delta 8.3 96 true
7774 ZrzvYHoJ Theta 2.5 77 true
7775 pLvTUMMM Epsilon 5.9 232 true
7776 EJUoAY Lambda 1.8 178 true
7777 SckbTgKY Epsilon 6.7 69 false
7778 wvbiC Delta 9.0 68 false
7779 lIBzqDQ Tau 7.7 30 true
7780 MsvNxD Delta 9.0 100 true
7781 lDcgCm Theta 7.5 208 false
7782 DwADF Gamma 4.4 98 false
7783 ERzZdvwcD Beta 1.2 145 true
7784 nzV Beta 3.8 246 true
7785 pbsGbP Tau 3.9 148 false
7786 sScrV Beta 7.6 154 false
7787 XLSEu Tau 1.7 177 true
7788 kTJZ Pi 3.9 15 true
7789 BuZPZMrns Delta 4.3 154 true
7790 pkXNItAVaF Lambda 3.2 221 false
7791 jdWtvvtksW Epsilon 4.6 173 false
7792 smQnb Delta 9.3 117 true
7793 tQzH Lambda 9.9 69 false
7794 jUmdFp Theta 4.8 82 false
7795 ihfaZUg Pi 8.9 246 true
7796 yPvmchSnGv Tau 6.7 56 true
7797 LVgZx Epsilon 3.9 175 true
7798 bOzOXbbdH Beta 0.1 79 true
7799 eOgghDHter Beta 6.3 78 true
7800 rgFrfqMv Tau 2.1 229 true
7801 PbAuoZ Delta 9.8 183 true
7802 IKfisDn Theta 4.1 180 true
7803 LUDSJRb Pi 3.5 66 false
7804 TgKXImKTf Epsilon 6.3 20 true
7805 pLhNycPvhy Gamma 8.4 225 false
7806 nPb Lambda 0.8 89 true
7807 gkldn Epsilon 8.6 204 false
7808 BYSXebEdme Tau 0.7 41 true
7809 UFzse Pi 9.6 97 true
7810 OiwoY Tau 4.0 196 false
7811 xnlkaUK Theta 3.3 46 true
7812 rga Lambda 8.6 16 false
7813 fasIQ Pi 1.3 189 true
7814 UtkcqBiioo Delta 8.3 92 true
7815 EgysxCk Pi 2.8 211 true
7816 EnDcGv Gamma 3.9 18 true
7817 ldAT Epsilon 7.2 92 true
7818 ZyxPCVwMWs Delta 5.1 18 true
7819 dVheojKW Theta 3.3 113 false
7820 khUEu Tau 5.5 215 false
7821 pAtWxMo Beta 1.7 139 false
7822 hQzr Gamma 2.1 228 true
7823 QJPqBx Tau 3.4 151 true
7824 urSXjCTp Beta 3.6 31 true
7825 EuXRpJpn Lambda 2.8 92 true
7826 siCjeXXiud Beta 2.0 139 true
7827 qLjExqxGh Delta 8.5 104 true
7828 wyr Tau 3.9 197 false
7829 LIFBjFCjzp Alpha 1.9 35 false
7830 qjAC Beta 5.2 33 false
7831 TVWqAQzb Gamma 5.6 146 true
7832 PVyMI Lambda 0.2 34 true
7833 EsxyKGGEW Beta 5.6 111 true
7834 HLfP Beta 6.1 46 true
7835 XUeHHKzWlU Gamma 4.6 119 true
7836 ZhiJySBIp Alpha 4.8 196 true
7837 OIsKrMaopk Theta 9.0 246 true
7838 QDu Tau 2.8 167 true
